session_id	 task_number	 task_id	 task_url	 user_agent	 study_url	 task_status	 task_sequence	 task_creation_date	user_id	 study_name	 session_date	 session_status	 session_creation_date	 session_created_by	 session_last_update_date 
14598364	0	pimgr	/common/all/js/minnojs/0.3.jsp?i=/implicit//user/alexandersanchez/exemplarsrep/exemplarsrep.mgr.js&	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:42:01	11761867	alexandersanchez.exemplarsrep	22Jul2021 21:42:01	null	22Jul2021 21:42:01	YUIAT_RESEARCH_USER	NULL 
14598364	1	consent	consent.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:42:02	11761867	alexandersanchez.exemplarsrep	22Jul2021 21:42:01	null	22Jul2021 21:42:01	YUIAT_RESEARCH_USER	NULL 
14598364	2	realstart	realstart.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:43:25	11761867	alexandersanchez.exemplarsrep	22Jul2021 21:42:01	null	22Jul2021 21:42:01	YUIAT_RESEARCH_USER	NULL 
14598364	3	exp_intro	exp_intro.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:44:01	11761867	alexandersanchez.exemplarsrep	22Jul2021 21:42:01	null	22Jul2021 21:42:01	YUIAT_RESEARCH_USER	NULL 
14598364	4	exp_learn	exp_learn.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:44:22	11761867	alexandersanchez.exemplarsrep	22Jul2021 21:42:01	null	22Jul2021 21:42:01	YUIAT_RESEARCH_USER	NULL 
14598364	5	exp_intro2	exp_intro2.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:46:48	11761867	alexandersanchez.exemplarsrep	22Jul2021 21:42:01	null	22Jul2021 21:42:01	YUIAT_RESEARCH_USER	NULL 
14598364	6	exp_learn2	exp_learn2.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:47:04	11761867	alexandersanchez.exemplarsrep	22Jul2021 21:42:01	null	22Jul2021 21:42:01	YUIAT_RESEARCH_USER	NULL 
14598364	7	race_instiat	race_instiat.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:48:25	11761867	alexandersanchez.exemplarsrep	22Jul2021 21:42:01	null	22Jul2021 21:42:01	YUIAT_RESEARCH_USER	NULL 
14598364	8	race_iat	race_iat.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:48:53	11761867	alexandersanchez.exemplarsrep	22Jul2021 21:42:01	null	22Jul2021 21:42:01	YUIAT_RESEARCH_USER	NULL 
14598364	9	exp_explicit	exp_explicit.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:53:24	11761867	alexandersanchez.exemplarsrep	22Jul2021 21:42:01	null	22Jul2021 21:42:01	YUIAT_RESEARCH_USER	NULL 
14598364	10	lastpage	lastpage.jst	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:57:27	11761867	alexandersanchez.exemplarsrep	22Jul2021 21:42:01	null	22Jul2021 21:42:01	YUIAT_RESEARCH_USER	NULL 
14598364	11	debrief	debrief.jst	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:57:34	11761867	alexandersanchez.exemplarsrep	22Jul2021 21:42:01	null	22Jul2021 21:42:01	YUIAT_RESEARCH_USER	NULL 
14598365	0	pimgr	/common/all/js/minnojs/0.3.jsp?i=/implicit//user/alexandersanchez/exemplarsrep/exemplarsrep.mgr.js&	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:42:50	11761863	alexandersanchez.exemplarsrep	22Jul2021 21:42:50	null	22Jul2021 21:42:50	YUIAT_RESEARCH_USER	NULL 
14598365	1	consent	consent.js	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:42:54	11761863	alexandersanchez.exemplarsrep	22Jul2021 21:42:50	null	22Jul2021 21:42:50	YUIAT_RESEARCH_USER	NULL 
14598377	0	pimgr	/common/all/js/minnojs/0.3.jsp?i=/implicit//user/alexandersanchez/exemplarsrep/exemplarsrep.mgr.js&	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36 Edg/91.0.864.54	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:47:09	11761869	alexandersanchez.exemplarsrep	22Jul2021 21:47:09	null	22Jul2021 21:47:09	YUIAT_RESEARCH_USER	NULL 
14598377	1	consent	consent.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36 Edg/91.0.864.54	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 21:47:09	11761869	alexandersanchez.exemplarsrep	22Jul2021 21:47:09	null	22Jul2021 21:47:09	YUIAT_RESEARCH_USER	NULL 
14598454	0	pimgr	/common/all/js/minnojs/0.3.jsp?i=/implicit//user/alexandersanchez/exemplarsrep/exemplarsrep.mgr.js&	Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0	/user/alexandersanchez/exemplarsrep/alexandersanchez.exemplarsrep.expt.xml	null	null	22Jul2021 22:16:57	11761884	alexandersanchez.exemplarsrep	22Jul2021 22:16:57	null	22Jul2021 22:16:57	YUIAT_RESEARCH_USER	NULL 
